"Easy Access to State and County Juvenile Court Case Counts"

"Counties in state: 95"

,"2019 Population Estimates",,,"Delinquency",,"Status",,"Dependency",,
"Haywood","17,300","1,800","3,800","--","--","--","--","0","0","--"
"Henderson","28,100","3,000","6,300","61","29","77","204","11","44","--"
"Henry","32,300","3,200","6,600","8","13","9","51","20","16","--"
"Hickman","25,200","2,400","5,200","36","115","*","25","45","83","--"
"Houston","8,200","800","1,700","12","18","21","8","0","0","--"
"Humphreys","18,600","1,900","4,000","*","37","*","13","6","39","--"
"Jackson","11,800","1,000","2,100","--","--","--","--","0","0","--"
"Jefferson","54,500","5,000","10,400","23","125","32","38","167","144","--"
"Johnson","17,800","1,400","3,000","--","--","--","--","0","0","--"
"Knox","470,300","45,000","98,300","269","1,170","33","217","364","42","--"
"Lake","7,000","500","1,000","9","28","*","15","0","5","--"
"Lauderdale","25,600","2,700","5,700","124","18","37","7","94","*","--"
"Lawrence","44,100","5,000","11,000","--","0","--","0","--","0","--"
"Lewis","12,300","1,300","2,700","--","--","--","--","--","--","--"
"Lincoln","34,400","3,700","7,600","109","41","161","67","0","0","--"
"Loudon","54,100","4,800","10,300","34","42","19","251","0","0","--"
"McMinn","53,800","5,400","11,400","129","106","35","134","0","0","--"
"McNairy","25,700","2,700","5,500","30","0","16","*","0","0","--"
"Macon","24,600","2,600","6,000","113","147","37","0","141","0","--"
"Madison","98,000","9,800","21,800","170","93","21","0","0","*","--"
"Marion","28,900","2,800","6,100","--","--","--","--","0","0","--"
"Marshall","34,400","3,700","7,900","--","--","--","--","*","*","--"
"Maury","96,400","9,900","22,400","127","217","66","190","33","140","--"
"Meigs","12,400","1,200","2,500","--","--","--","--","0","0","--"
"Monroe","46,500","4,600","9,700","93","159","23","37","63","123","--"
"Montgomery","209,000","22,700","55,900","580","341","275","144","416","115","--"
"Moore","6,500","600","1,300","--","--","--","--","0","0","--"
"Morgan","21,400","1,900","4,000","7","25","*","22","*","35","--"
"Obion","30,100","3,000","6,500","8","5","9","29","0","0","--"
"Overton","22,200","2,300","4,700","*","23","5","21","0","16","--"
"Perry","8,100","800","1,800","--","--","--","--","--","--","--"
"Pickett","5,000","500","900","*","*","5","9","*","*","--"
"Polk","16,800","1,600","3,200","63","*","9","42","0","0","--"
"Putnam","80,200","7,600","16,700","352","257","50","14","113","*","--"
"Rhea","33,200","3,500","7,400","--","--","--","--","--","--","--"
"Roane","53,400","4,800","9,900","34","52","30","68","0","0","--"
"Robertson","71,800","7,900","16,900","113","44","49","84","144","30","--"
"Rutherford","332,300","37,700","81,500","370","266","106","14","0","0","--"
"Scott","22,100","2,500","5,300","--","--","--","--","0","0","--"
"Sequatchie","15,000","1,500","3,100","13","8","15","12","19","*","--"
"Sevier","98,200","9,400","20,000","108","295","44","112","33","349","--"
"Shelby","937,200","101,800","232,800","975","1,820","19","407","1,211","84","--"
"Smith","20,200","2,100","4,500","--","--","--","--","--","--","--"
"Stewart","13,700","1,300","2,800","29","21","10","*","40","0","--"
"Sullivan","158,300","14,400","30,200","243","261","45","129","117","299","--"
"Sumner","191,300","20,900","44,700","337","362","148","69","91","117","--"
"Tipton","61,600","7,200","14,900","116","103","38","77","0","0","--"
"Trousdale","11,300","900","2,000","*","16","11","30","9","7","--"
"Unicoi","17,900","1,600","3,300","20","11","31","5","29","11","--"
"Union","20,000","2,100","4,300","13","*","18","*","49","0","--"
"Van Buren","5,900","500","1,200","7","*","*","11","0","0","--"
"Warren","41,300","4,600","9,600","--","--","--","--","0","0","--"
"Washington","129,400","11,500","24,500","164","284","63","79","127","194","--"
"Wayne","16,700","1,400","2,800","59","15","7","22","24","30","--"
"Weakley","33,300","2,900","6,400","--","--","--","--","0","0","--"
"White","27,300","2,700","6,000","21","14","5","77","0","0","--"
"Williamson","238,400","32,500","63,900","213","412","317","231","116","9","--"
"Wilson","144,700","15,900","33,900","272","62","175","8","96","*","--"

"Number of Reported Cases",,,,"9,600","10,924","3,696","4,356","5,150","3,058","--"
"Population Represented","6,829,200","688,100","1,510,100","616,900","621,900","616,900","621,900","1,482,700","1,493,600","--"
"Rates for Reporting Counties",,,,"15.56","17.57","5.99","7.00","3.47","2.05","--"
"Number of Reporting Counties",,,,"71","72","71","72","90","91","--"

"*Denotes case counts greater than zero and less than five."

"--","Data are either not available or are not reliable for publication."
"Source: Tennessee Council of Juvenile and Family Court Judges"
"Mode: Automated data file"
"1. Delinquency figures are cases disposed. "
"2. Status figures are cases disposed."
"3. Dependency figures are cases disposed."

"Suggested citation:Hockenberry, S., Smith, J., and Kang, W. (2021)."
"Easy Access to State and County Juvenile Court Case Counts, 2019. Online. Available: https://www.ojjdp.gov/ojstatbb/ezaco/."
