"Easy Access to State and County Juvenile Court Case Counts"

"Counties in state: 115"

,"2019 Population Estimates",,,"Delinquency",,"Status",,"Dependency",,
"Miller","25,600","2,400","5,700","*","49","*","53","30","58","--"
"Mississippi","13,200","1,100","2,600","5","29","*","70","25","12","--"
"Moniteau","16,100","1,500","3,700","*","18","*","16","11","12","--"
"Monroe","8,600","700","1,700","*","6","*","15","11","7","--"
"Montgomery","11,600","1,100","2,400","7","19","*","107","13","23","--"
"Morgan","20,600","1,900","4,500","6","47","0","27","41","36","--"
"New Madrid","17,100","1,600","3,800","17","52","0","113","83","56","--"
"Newton","58,200","5,700","12,900","36","188","107","243","91","40","--"
"Nodaway","22,100","1,300","3,200","7","17","7","143","37","95","--"
"Oregon","10,500","900","2,200","*","10","0","13","27","*","--"
"Osage","13,600","1,400","2,900","0","*","0","*","*","0","--"
"Ozark","9,200","800","1,600","6","5","6","7","18","*","--"
"Pemiscot","15,800","1,600","3,800","41","86","*","159","74","87","--"
"Perry","19,100","1,900","4,100","*","27","0","42","39","56","--"
"Pettis","42,300","4,100","9,900","57","141","18","109","9","7","--"
"Phelps","44,600","3,800","8,800","11","62","30","438","104","221","--"
"Pike","18,300","1,600","3,700","6","30","*","36","26","27","--"
"Platte","104,400","9,900","23,100","16","134","7","115","19","9","--"
"Polk","32,100","3,000","6,900","5","115","*","66","26","55","--"
"Pulaski","52,600","4,100","10,800","7","95","7","262","79","194","--"
"Putnam","4,700","400","1,000","*","10","8","13","19","41","--"
"Ralls","10,300","1,000","2,100","0","10","0","16","*","*","--"
"Randolph","24,700","2,100","5,000","10","37","24","258","76","177","--"
"Ray","23,000","2,100","4,800","33","55","15","134","11","18","--"
"Reynolds","6,300","500","1,200","0","*","*","*","17","0","--"
"Ripley","13,300","1,200","2,900","*","16","*","33","28","8","--"
"St. Charles","402,000","38,200","86,900","67","705","*","363","102","53","--"
"St. Clair","9,400","800","1,700","*","19","*","19","16","48","--"
"Ste. Genevieve","17,900","1,600","3,700","11","23","0","16","35","*","--"
"St. Francois","67,200","5,900","13,300","34","288","*","130","138","5","--"
"St. Louis","994,200","87,100","205,300","451","2,411","32","1,669","481","425","--"
"Saline","22,800","2,000","4,800","12","82","6","74","0","10","--"
"Schuyler","4,700","400","1,100","*","*","0","14","9","7","--"
"Scotland","4,900","500","1,300","*","*","*","23","5","13","--"
"Scott","38,300","3,600","8,700","41","125","*","101","68","20","--"
"Shannon","8,200","700","1,600","0","*","0","6","0","6","--"
"Shelby","5,900","600","1,400","*","11","0","70","16","14","--"
"Stoddard","29,000","2,600","5,900","40","111","*","112","111","233","--"
"Stone","32,000","2,200","4,900","6","66","*","57","*","6","--"
"Sullivan","6,100","500","1,300","0","*","*","51","13","9","--"
"Taney","55,900","4,700","11,000","11","94","6","99","141","17","--"
"Texas","25,400","2,200","5,100","*","45","*","191","35","283","--"
"Vernon","20,600","2,000","4,600","42","123","11","135","19","68","--"
"Warren","35,600","3,500","8,000","*","73","0","198","22","8","--"
"Washington","24,700","2,300","5,200","13","45","*","91","56","6","--"
"Wayne","12,900","1,000","2,500","*","0","0","*","8","0","--"
"Webster","39,600","4,300","10,100","10","175","*","74","59","88","--"
"Worth","2,000","200","400","0","*","*","20","*","15","--"
"Wright","18,300","1,900","4,400","9","17","8","6","74","*","--"
"St. Louis City","300,600","19,600","53,600","104","591","*","216","294","312","--"

"Number of Reported Cases",,,,"2,762","12,367","1,128","12,770","6,568","6,316","--"
"Population Represented","6,137,400","546,900","1,293,400","546,900","546,900","546,900","546,900","1,293,400","1,293,400","--"
"Rates for Reporting Counties",,,,"5.05","22.61","2.06","23.35","5.08","4.88","--"
"Number of Reporting Counties",,,,"115","115","115","115","115","115","--"

"*Denotes case counts greater than zero and less than five."

"--","Data are either not available or are not reliable for publication."
"Source: Office of State Court Administrator"
"Mode: Automated data file"
"1. Delinquency figures are cases disposed."
"2. Status figures are cases disposed."
"3. Dependency figures are cases disposed."

"Suggested citation:Hockenberry, S., Smith, J., and Kang, W. (2021)."
"Easy Access to State and County Juvenile Court Case Counts, 2019. Online. Available: https://www.ojjdp.gov/ojstatbb/ezaco/."
