"Easy Access to State and County Juvenile Court Case Counts"

"Counties in state: 254"

,"2019 Population Estimates",,,"Delinquency",,"Status",,"Dependency",,
"Cherokee","52,600","5,300","12,600","23","32","0","0","--","--","--"
"Childress","7,300","600","1,300","12","5","0","0","--","--","--"
"Clay","10,500","900","1,900","*","9","0","0","--","--","--"
"Cochran","2,900","300","700","0","*","0","0","--","--","--"
"Coke","3,400","300","700","0","*","0","0","--","--","--"
"Coleman","8,200","700","1,600","*","10","0","0","--","--","--"
"Collin","1,034,700","113,300","249,300","402","703","*","51","--","--","--"
"Collingsworth","2,900","300","700","0","0","0","0","--","--","--"
"Colorado","21,500","1,900","4,700","24","5","0","0","--","--","--"
"Comal","156,200","14,500","33,000","64","184","*","*","--","--","--"
"Comanche","13,600","1,300","2,800","19","5","0","0","--","--","--"
"Concho","2,700","200","500","0","*","0","0","--","--","--"
"Cooke","41,300","3,700","9,100","31","42","0","0","--","--","--"
"Coryell","76,000","6,100","16,400","28","77","*","29","--","--","--"
"Cottle","1,400","100","300","*","0","0","0","--","--","--"
"Crane","4,800","600","1,300","*","*","0","0","--","--","--"
"Crockett","3,500","400","800","0","*","0","0","--","--","--"
"Crosby","5,700","600","1,400","0","*","0","0","--","--","--"
"Culberson","2,200","200","500","*","0","0","0","--","--","--"
"Dallam","7,300","900","2,200","*","*","0","0","--","--","--"
"Dallas","2,635,500","264,100","643,900","2,033","1,433","15","464","--","--","--"
"Dawson","12,700","1,300","3,100","13","26","0","0","--","--","--"
"Deaf Smith","18,500","2,200","5,400","50","13","0","0","--","--","--"
"Delta","5,300","500","1,200","*","0","0","0","--","--","--"
"Denton","887,200","89,600","202,800","807","93","58","14","--","--","--"
"De Witt","20,200","1,800","4,300","21","36","0","0","--","--","--"
"Dickens","2,200","200","400","*","0","0","0","--","--","--"
"Dimmit","10,100","1,200","2,800","7","5","0","*","--","--","--"
"Donley","3,300","300","600","0","*","0","0","--","--","--"
"Duval","11,200","1,100","2,700","18","*","0","0","--","--","--"
"Eastland","18,400","1,600","3,600","*","11","0","0","--","--","--"
"Ector","166,200","18,600","47,900","141","414","0","*","--","--","--"
"Edwards","1,900","200","400","0","*","0","0","--","--","--"
"Ellis","184,800","20,300","46,100","95","98","0","0","--","--","--"
"El Paso","839,200","87,700","211,800","1,140","595","0","*","--","--","--"
"Erath","42,700","3,500","8,300","17","13","0","0","--","--","--"
"Falls","17,300","1,400","3,400","16","18","0","*","--","--","--"
"Fannin","35,500","3,200","7,100","9","35","0","*","--","--","--"
"Fayette","25,300","2,200","4,800","5","19","0","0","--","--","--"
"Fisher","3,800","300","800","0","0","0","0","--","--","--"
"Floyd","5,700","700","1,400","*","6","0","0","--","--","--"
"Foard","1,200","100","200","0","*","0","0","--","--","--"
"Fort Bend","811,700","92,800","208,800","592","596","5","45","--","--","--"
"Franklin","10,700","1,100","2,300","*","6","0","0","--","--","--"
"Freestone","19,700","1,800","4,200","11","15","0","0","--","--","--"
"Frio","20,300","1,800","4,400","*","17","*","0","--","--","--"
"Gaines","21,500","3,000","7,400","10","46","0","5","--","--","--"
"Galveston","342,100","33,500","77,600","483","366","0","0","--","--","--"
"Garza","6,200","500","1,000","*","*","0","0","--","--","--"
"Gillespie","27,000","2,200","5,000","*","20","0","16","--","--","--"
"Glasscock","1,400","100","300","0","0","0","0","--","--","--"
"Goliad","7,700","600","1,500","*","10","0","0","--","--","--"
"Gonzales","20,800","2,300","5,300","5","33","0","*","--","--","--"
"Gray","21,900","2,300","5,300","10","33","0","5","--","--","--"
"Grayson","136,200","12,900","30,400","137","104","0","0","--","--","--"
"Gregg","123,900","12,400","30,100","43","126","0","5","--","--","--"
"Grimes","28,900","2,600","6,000","24","*","0","0","--","--","--"
"Guadalupe","166,800","17,000","38,800","143","144","0","46","--","--","--"
"Hale","33,400","3,700","8,400","50","33","0","0","--","--","--"
"Hall","3,000","300","600","0","*","0","0","--","--","--"
"Hamilton","8,500","700","1,700","*","*","0","*","--","--","--"
"Hansford","5,400","700","1,500","*","*","0","0","--","--","--"
"Hardeman","3,900","400","800","0","5","0","0","--","--","--"
"Hardin","57,600","5,700","13,300","40","41","0","0","--","--","--"
"Harris","4,713,300","484,400","1,179,200","4,811","2,227","0","65","--","--","--"
"Harrison","66,600","6,900","15,700","86","38","*","23","--","--","--"
"Hartley","5,600","500","1,100","*","*","0","0","--","--","--"
"Haskell","5,700","400","900","*","5","0","0","--","--","--"
"Hays","230,200","21,100","49,800","180","254","0","11","--","--","--"
"Hemphill","3,800","500","1,100","*","*","0","0","--","--","--"
"Henderson","82,700","7,200","16,500","38","52","0","*","--","--","--"
"Hidalgo","868,700","108,500","263,600","1,020","367","120","84","--","--","--"
"Hill","36,600","3,500","8,000","44","15","0","0","--","--","--"
"Hockley","23,000","2,400","5,600","8","*","0","0","--","--","--"
"Hood","61,600","5,300","12,200","48","45","*","12","--","--","--"
"Hopkins","37,100","3,700","8,400","12","32","0","*","--","--","--"
"Houston","23,000","1,900","4,300","18","11","0","0","--","--","--"
"Howard","36,700","3,000","7,500","32","48","0","17","--","--","--"
"Hudspeth","4,900","400","1,000","0","0","0","0","--","--","--"
"Hunt","98,600","9,500","22,100","32","84","0","*","--","--","--"
"Hutchinson","20,900","2,200","5,000","11","39","0","5","--","--","--"
"Irion","1,500","100","300","0","*","0","0","--","--","--"
"Jack","8,900","800","1,800","8","5","0","0","--","--","--"
"Jackson","14,800","1,500","3,500","21","13","0","0","--","--","--"
"Jasper","35,500","3,500","8,000","33","22","0","0","--","--","--"
"Jeff Davis","2,300","100","100","0","0","0","0","--","--","--"
"Jefferson","251,600","23,100","57,400","190","237","0","23","--","--","--"
"Jim Hogg","5,200","700","1,500","*","*","0","0","--","--","--"
"Jim Wells","40,500","4,400","10,500","119","111","0","7","--","--","--"
"Johnson","175,800","18,800","43,000","118","109","0","6","--","--","--"
"Jones","20,100","1,400","3,300","*","12","0","0","--","--","--"
"Karnes","15,600","1,300","3,100","11","21","0","6","--","--","--"
"Kaufman","136,200","15,500","35,900","32","150","0","0","--","--","--"
"Kendall","47,400","5,000","10,300","17","38","0","0","--","--","--"
"Kenedy","400","0","100","0","0","0","0","--","--","--"
"Kent","800","100","200","0","0","0","0","--","--","--"
"Kerr","52,600","4,000","9,400","61","5","0","6","--","--","--"
"Kimble","4,300","300","700","*","6","0","0","--","--","--"
"King","300","0","100","0","0","0","0","--","--","--"
"Kinney","3,700","300","700","*","*","0","0","--","--","--"
"Kleberg","30,700","2,900","6,900","25","69","0","22","--","--","--"
"Knox","3,700","400","900","0","0","0","0","--","--","--"
"Lamar","49,900","4,500","11,100","26","38","0","0","--","--","--"
"Lamb","12,900","1,400","3,300","13","5","0","0","--","--","--"
"Lampasas","21,400","2,000","4,300","7","34","0","0","--","--","--"
"La Salle","7,500","600","1,400","0","8","0","*","--","--","--"
"Lavaca","20,200","2,000","4,400","8","17","0","0","--","--","--"
"Lee","17,200","1,500","3,500","8","5","0","*","--","--","--"
"Leon","17,400","1,500","3,700","5","8","0","*","--","--","--"
"Liberty","88,200","9,400","22,600","13","47","0","0","--","--","--"
"Limestone","23,400","2,000","4,900","17","11","0","*","--","--","--"
"Lipscomb","3,200","400","800","*","*","0","0","--","--","--"
"Live Oak","12,200","900","2,300","7","6","0","0","--","--","--"
"Llano","21,800","1,300","3,100","11","14","0","*","--","--","--"
"Loving","200","0","0","0","0","0","0","--","--","--"
"Lubbock","310,600","28,900","69,600","620","528","*","9","--","--","--"
"Lynn","6,000","700","1,500","*","*","0","0","--","--","--"
"McCulloch","8,000","700","1,700","8","7","0","0","--","--","--"
"McLennan","256,600","24,300","59,400","267","333","13","136","--","--","--"
"McMullen","700","100","100","*","0","0","0","--","--","--"
"Madison","14,300","1,200","2,900","*","*","0","0","--","--","--"
"Marion","9,900","700","1,700","6","5","0","0","--","--","--"
"Martin","5,800","700","1,700","0","*","0","0","--","--","--"
"Mason","4,300","400","800","0","*","0","0","--","--","--"
"Matagorda","36,600","3,600","8,900","16","52","0","0","--","--","--"
"Maverick","58,700","6,700","17,100","22","54","*","0","--","--","--"
"Medina","51,600","4,900","11,100","7","43","0","0","--","--","--"
"Menard","2,100","200","400","0","*","0","0","--","--","--"
"Midland","176,800","18,000","48,100","314","261","0","0","--","--","--"
"Milam","24,800","2,500","5,500","33","24","0","*","--","--","--"
"Mills","4,900","500","900","0","*","0","0","--","--","--"
"Mitchell","8,500","700","1,700","*","*","0","0","--","--","--"
"Montague","19,800","1,800","4,200","5","20","0","0","--","--","--"
"Montgomery","607,400","64,800","149,300","455","595","0","67","--","--","--"
"Moore","20,900","2,500","6,300","33","7","0","*","--","--","--"
"Morris","12,400","1,200","2,700","*","5","0","0","--","--","--"
"Motley","1,200","100","200","0","0","0","0","--","--","--"
"Nacogdoches","65,200","5,800","14,200","33","57","0","10","--","--","--"
"Navarro","50,100","5,200","12,500","50","51","0","5","--","--","--"
"Newton","13,600","1,100","2,500","6","8","0","0","--","--","--"
"Nolan","14,700","1,600","3,600","35","74","0","0","--","--","--"
"Nueces","362,300","34,700","82,900","225","1,042","0","115","--","--","--"
"Ochiltree","9,800","1,300","2,900","*","7","0","*","--","--","--"
"Oldham","2,100","300","400","0","0","0","0","--","--","--"
"Orange","83,400","8,100","19,500","48","23","0","6","--","--","--"
"Palo Pinto","29,200","2,600","6,300","7","21","0","0","--","--","--"
"Panola","23,200","2,300","5,100","5","14","0","0","--","--","--"
"Parker","142,900","14,700","33,300","87","72","0","15","--","--","--"
"Parmer","9,600","1,100","2,500","0","*","0","0","--","--","--"
"Pecos","15,800","1,500","3,700","8","29","0","0","--","--","--"
"Polk","51,400","4,100","9,700","47","41","*","0","--","--","--"
"Potter","117,400","12,300","30,400","107","359","*","71","--","--","--"
"Presidio","6,700","700","1,700","0","*","0","0","--","--","--"
"Rains","12,500","1,000","2,400","*","*","0","0","--","--","--"
"Randall","137,700","13,300","31,200","149","169","*","17","--","--","--"
"Reagan","3,800","400","1,100","0","0","0","0","--","--","--"
"Real","3,500","200","500","0","6","0","0","--","--","--"
"Red River","12,000","900","2,200","18","5","0","0","--","--","--"
"Reeves","16,000","1,400","3,400","17","35","0","0","--","--","--"
"Refugio","6,900","600","1,400","0","6","0","0","--","--","--"
"Roberts","900","100","200","0","0","0","0","--","--","--"
"Robertson","17,100","1,600","3,800","12","16","0","0","--","--","--"
"Rockwall","104,900","12,100","26,200","27","71","0","0","--","--","--"
"Runnels","10,300","1,000","2,200","*","*","0","0","--","--","--"
"Rusk","54,400","4,900","11,300","8","39","0","*","--","--","--"
"Sabine","10,500","800","1,800","*","5","0","0","--","--","--"
"San Augustine","8,200","600","1,500","*","5","0","0","--","--","--"
"San Jacinto","28,900","2,500","5,800","18","29","0","0","--","--","--"
"San Patricio","66,700","7,000","16,600","45","82","0","*","--","--","--"
"San Saba","6,100","500","1,100","*","*","0","0","--","--","--"
"Schleicher","2,800","300","600","*","6","0","0","--","--","--"
"Scurry","16,700","1,600","3,900","11","39","0","*","--","--","--"
"Shackelford","3,300","300","700","0","0","0","0","--","--","--"
"Shelby","25,300","2,700","6,200","7","8","0","*","--","--","--"
"Sherman","3,000","400","800","*","5","0","0","--","--","--"
"Smith","232,800","22,300","53,600","356","48","0","*","--","--","--"
"Somervell","9,100","900","1,900","*","5","0","0","--","--","--"
"Starr","64,600","7,600","20,000","38","143","0","9","--","--","--"
"Stephens","9,400","900","1,900","*","13","0","0","--","--","--"
"Sterling","1,300","200","300","0","*","0","0","--","--","--"
"Stonewall","1,400","100","300","0","0","0","0","--","--","--"
"Sutton","3,800","400","800","0","0","0","0","--","--","--"
"Swisher","7,400","700","1,700","19","8","*","0","--","--","--"
"Tarrant","2,102,500","222,100","516,500","1,422","2,124","0","68","--","--","--"
"Taylor","138,000","12,800","32,500","212","144","0","0","--","--","--"
"Terrell","800","100","100","0","0","0","0","--","--","--"
"Terry","12,300","1,300","3,200","30","18","0","0","--","--","--"
"Throckmorton","1,500","100","300","0","0","0","0","--","--","--"
"Titus","32,800","3,800","8,900","16","32","*","*","--","--","--"
"Tom Green","119,200","11,000","26,900","176","155","0","117","--","--","--"
"Travis","1,274,000","104,100","256,200","1,358","831","0","20","--","--","--"
"Trinity","14,700","1,100","2,700","7","13","0","0","--","--","--"
"Tyler","21,700","1,700","3,900","*","24","0","*","--","--","--"
"Upshur","41,800","4,100","9,300","9","13","0","0","--","--","--"
"Upton","3,700","400","1,000","*","*","0","0","--","--","--"
"Uvalde","26,700","2,800","6,800","26","54","*","*","--","--","--"
"Val Verde","49,000","5,100","13,200","89","23","0","0","--","--","--"
"Van Zandt","56,600","5,400","12,200","12","16","0","5","--","--","--"
"Victoria","92,100","9,200","22,000","70","287","0","29","--","--","--"
"Walker","73,000","4,100","10,100","50","57","0","0","--","--","--"
"Waller","55,200","5,400","12,600","13","20","0","0","--","--","--"
"Ward","12,000","1,300","3,300","19","27","*","*","--","--","--"
"Washington","35,900","3,100","7,200","30","19","*","6","--","--","--"
"Webb","276,700","34,000","84,700","675","454","0","104","--","--","--"
"Wharton","41,600","4,300","10,100","91","15","0","0","--","--","--"
"Wheeler","5,100","500","1,200","0","*","0","0","--","--","--"
"Wichita","132,200","11,200","28,200","187","283","0","0","--","--","--"
"Wilbarger","12,800","1,100","2,600","14","12","0","0","--","--","--"
"Willacy","21,400","2,000","4,700","22","24","0","*","--","--","--"
"Williamson","590,600","60,800","140,600","323","425","0","8","--","--","--"
"Wilson","51,100","5,100","11,400","16","53","0","*","--","--","--"
"Winkler","8,000","1,000","2,200","8","15","0","0","--","--","--"
"Wise","70,000","7,100","16,300","38","41","0","0","--","--","--"
"Wood","45,500","3,600","8,100","39","23","0","*","--","--","--"
"Yoakum","8,700","1,100","2,700","*","9","0","*","--","--","--"
"Young","18,000","1,800","4,000","11","10","0","0","--","--","--"
"Zapata","14,200","1,800","4,400","6","85","0","*","--","--","--"
"Zavala","11,800","1,300","3,200","5","7","0","0","--","--","--"

"Number of Reported Cases",,,,"25,990","24,157","261","2,158","--","--","--"
"Population Represented","28,995,900","2,935,100","6,989,600","2,935,100","2,935,100","2,935,100","2,935,100","--","--","--"
"Rates for Reporting Counties",,,,"8.85","8.23","0.09","0.74","--","--","--"
"Number of Reporting Counties",,,,"254","254","254","254","--","--","--"

"*Denotes case counts greater than zero and less than five."

"--","Data are either not available or are not reliable for publication."
"Source: Texas Juvenile Justice Department"
"Mode: Automated data file"
"1. Delinquency figures are cases disposed. "
"2. Status figures are cases disposed. "
"All Counties"
"Source: Texas Juvenile Juvenile Department"
"Mode: The State of Juvenile Probation Activity in Texas, 2019 v.RPT-STAT-2019HOTDownload"
"1. Total dispositions"

"Suggested citation:Hockenberry, S., Smith, J., and Kang, W. (2021)."
"Easy Access to State and County Juvenile Court Case Counts, 2019. Online. Available: https://www.ojjdp.gov/ojstatbb/ezaco/."
